"Account Receivable and Payable data from a large manufacturer called WMS Pte Ltd, which has global operations. ",,,,,,,,,,,,





Header ,Description,,,,,,,,,,,
Country,WMS Country of operation,,,,,,,,,,,
Partner,Name of Partner,,,,,,,,,,,
ParternType,Customer or Supplier.  Customer for sales invoices and partner for purchases invoices.  Credit and Debit notes also included in the dataset,,,,,,,,,,,
Bank,Bank of WMS in the Coutry of Operation,,,,,,,,,,,
BankAccount,Bank Account of WMS in the Coutry of Operation,,,,,,,,,,,
invoiceNumber,,,,,,,,,,,,
InvoiceDate,,,,,,,,,,,,
DueDate,,,,,,,,,,,,
PaymentTerms,Days allowed for the invoice to be paid,,,,,,,,,,,
InvoiceCurrency,,,,,,,,,,,,
InvoiceAmount,,,,,,,,,,,,
SettlmentCurrency,,,,,,,,,,,,
CurrencyPair,,,,,,,,,,,,
SettlementAmount,,,,,,,,,,,,
SettledAmountUSD,Everything should be changed in the reporting currency ,,,,,,,,,,,
SettledDate,,,,,,,,,,,,
DocumentType,"Type of invoice: sales, purchase, credit or debit note",,,,,,,,,,,
Country,Partner,ParternType,Bank,BankAccount,invoiceNumber,InvoiceDate,DueDate,PaymentTerms,InvoiceCurrency,InvoiceAmount,SettlmentCurrency,CurrencyPair,SettlementAmount,SettledAmountUSD,SettledDate,DocumentType
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,613092852,3/7/2020,4/6/2020,30,USD,90.34,AUD,AUD/USD,64.14,92.01,4/8/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,5190923189,3/28/2020,4/27/2020,30,USD,60.25,AUD,AUD/USD,42.78,61.37,4/15/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,3078815567,4/2/2020,5/2/2020,30,USD,94.62,AUD,AUD/USD,67.18,96.37,4/21/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,1544966050,4/13/2020,5/13/2020,30,USD,75.55,AUD,AUD/USD,53.64,76.95,4/22/2020,Sales Invoice
Australia,News Distributors Associates Pte Ltd,Customer,Westpac Bank,66375765,2748256708,3/25/2020,4/24/2020,30,USD,64.32,AUD,AUD/USD,45.67,65.51,4/25/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,4151030828,4/24/2020,5/24/2020,30,USD,49.64,AUD,AUD/USD,35.24,50.55,5/5/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,7369923093,3/24/2020,4/23/2020,30,USD,97.33,AUD,AUD/USD,69.1,99.12,5/10/2020,Sales Invoice
Australia,Lipson Distribution 97,Customer,Westpac Bank,66375765,3931477108,4/29/2020,5/29/2020,30,USD,65.71,AUD,AUD/USD,46.65,66.92,5/15/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,9506990444,5/1/2020,5/31/2020,30,USD,65.29,AUD,AUD/USD,46.36,66.5,5/16/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,3369665872,4/20/2020,5/20/2020,30,USD,63.48,AUD,AUD/USD,45.07,64.65,5/16/2020,Sales Invoice
Australia,Lipson Distribution 97,Customer,Westpac Bank,66375765,4232761255,5/7/2020,6/6/2020,30,USD,59.78,AUD,AUD/USD,42.44,60.88,5/21/2020,Sales Invoice
Australia,Mount Hermon Christian Books & Gifts Distributors Pte Ltd,Customer,Westpac Bank,66375765,173814675,4/27/2020,5/27/2020,30,USD,66.85,AUD,AUD/USD,47.46,68.08,5/27/2020,Sales Invoice
Australia,Mount Hermon Christian Books & Gifts Distributors Pte Ltd,Customer,Westpac Bank,66375765,705084741,5/2/2020,6/1/2020,30,USD,56.39,AUD,AUD/USD,40.04,57.44,5/28/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,8844419761,5/10/2020,,,USD,-54.69,AUD,AUD/USD,-38.83,-55.7,6/1/2020,Credit Note
Australia,News Distributors Associates Pte Ltd,Customer,Westpac Bank,66375765,2207769609,5/7/2020,6/6/2020,30,USD,50.22,AUD,AUD/USD,35.66,51.15,6/6/2020,Sales Invoice
Australia,Mount Hermon Christian Books & Gifts Distributors Pte Ltd,Customer,Westpac Bank,66375765,5126179664,5/17/2020,6/16/2020,30,USD,58.35,AUD,AUD/USD,41.43,59.43,6/8/2020,Sales Invoice
Australia,News Distributors Associates Pte Ltd,Customer,Westpac Bank,66375765,6551061352,5/6/2020,6/5/2020,30,USD,49.83,AUD,AUD/USD,35.38,50.75,6/11/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,3960704578,5/12/2020,6/11/2020,30,USD,100.16,AUD,AUD/USD,71.11,102.01,6/22/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,7630260848,6/2/2020,7/2/2020,30,USD,86.87,AUD,AUD/USD,61.68,88.48,6/29/2020,Sales Invoice
Australia,News Distributors Associates Pte Ltd,Customer,Westpac Bank,66375765,9027126182,5/29/2020,6/28/2020,30,USD,46.25,AUD,AUD/USD,32.84,47.11,7/1/2020,Sales Invoice
Australia,Lipson Distribution 97,Customer,Westpac Bank,66375765,1720532549,6/20/2020,7/20/2020,30,USD,49.46,AUD,AUD/USD,35.12,50.38,7/12/2020,Sales Invoice
Australia,Lipson Distribution 97,Customer,Westpac Bank,66375765,9990243864,7/4/2020,8/3/2020,30,USD,68.66,AUD,AUD/USD,48.75,69.93,7/18/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,1133671020,6/30/2020,7/30/2020,30,USD,97.75,AUD,AUD/USD,69.4,99.55,7/19/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,4178322106,7/12/2020,8/11/2020,30,USD,55.83,AUD,AUD/USD,39.64,56.86,7/24/2020,Sales Invoice
Australia,Lipson Distribution 97,Customer,Westpac Bank,66375765,9837408169,7/7/2020,8/6/2020,30,USD,44.13,AUD,AUD/USD,31.33,44.94,7/24/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,4478015837,7/27/2020,8/26/2020,30,USD,87.68,AUD,AUD/USD,62.25,89.3,8/13/2020,Sales Invoice
Australia,Lipson Distribution 97,Customer,Westpac Bank,66375765,8161191244,7/13/2020,8/12/2020,30,USD,109.79,AUD,AUD/USD,77.95,111.82,8/16/2020,Sales Invoice
Australia,Mount Hermon Christian Books & Gifts Distributors Pte Ltd,Customer,Westpac Bank,66375765,8401420623,7/19/2020,8/18/2020,30,USD,116.66,AUD,AUD/USD,82.83,118.82,8/28/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,8292540307,8/12/2020,9/11/2020,30,USD,75.88,AUD,AUD/USD,53.87,77.28,9/2/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,5390563017,8/12/2020,9/11/2020,30,USD,62.4,AUD,AUD/USD,44.3,63.55,9/6/2020,Sales Invoice
Australia,Mount Hermon Christian Books & Gifts Distributors Pte Ltd,Customer,Westpac Bank,66375765,7218760518,8/18/2020,9/17/2020,30,USD,62.93,AUD,AUD/USD,44.68,64.09,9/21/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,5666197272,9/1/2020,10/1/2020,30,USD,42.37,AUD,AUD/USD,30.08,43.15,9/24/2020,Sales Invoice
Australia,Mount Hermon Christian Books & Gifts Distributors Pte Ltd,Customer,Westpac Bank,66375765,8137093063,8/22/2020,9/21/2020,30,USD,78.69,AUD,AUD/USD,55.87,80.15,9/26/2020,Sales Invoice
Australia,News Distributors Associates Pte Ltd,Customer,Westpac Bank,66375765,8455537995,9/2/2020,10/2/2020,30,USD,47.24,AUD,AUD/USD,33.54,48.11,9/28/2020,Sales Invoice
Australia,Lipson Distribution 97,Customer,Westpac Bank,66375765,8062397322,9/14/2020,10/14/2020,30,USD,69.65,AUD,AUD/USD,49.45,70.94,10/1/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,806089606,9/12/2020,10/12/2020,30,USD,76.18,AUD,AUD/USD,54.09,77.59,10/5/2020,Sales Invoice
Australia,Hardware Distribution Company,Customer,Westpac Bank,66375765,1759240329,9/19/2020,10/19/2020,30,USD,72.09,AUD,AUD/USD,51.18,73.42,10/7/2020,Sales Invoice
Australia,Grandale Trade Distributor Company,Customer,Westpac Bank,66375765,9083415808,9/25/2020,10/25/2020,30,USD,56.38,AUD,AUD/USD,40.03,57.42,10/20/2020,Sales Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,3314979569,1/13/2018,,,CHF,-31.724,CHF,CHF/CHF,-31.72,-29.75,2/9/2018,Debit Note
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,9779193982,1/21/2018,2/20/2018,30,CHF,94.188,CHF,CHF/CHF,94.19,88.33,3/4/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,5307752024,1/30/2018,,,CHF,-113.23,CHF,CHF/CHF,-113.23,-106.19,3/16/2018,Debit Note
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,5365849947,2/19/2018,,,CHF,-51.363,CHF,CHF/CHF,-51.36,-48.17,3/19/2018,Debit Note
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,8568369994,1/28/2018,2/27/2018,30,CHF,45.24,CHF,CHF/CHF,45.24,42.43,3/22/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,1657046066,1/30/2018,3/1/2018,30,CHF,27.63,CHF,CHF/CHF,27.63,25.91,3/23/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,7832966245,2/15/2018,3/16/2018,29,CHF,83.902,CHF,CHF/CHF,83.9,78.68,3/28/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,2254159190,3/16/2018,4/15/2018,30,CHF,58.264,CHF,CHF/CHF,58.26,54.64,4/13/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,6211620863,3/9/2018,,,CHF,-70.206,CHF,CHF/CHF,-70.21,-65.84,4/28/2018,Debit Note
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,5851010079,4/1/2018,5/1/2018,30,CHF,67.32,CHF,CHF/CHF,67.32,63.13,5/3/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,1187373321,4/11/2018,5/11/2018,30,CHF,65.92,CHF,CHF/CHF,65.92,61.82,5/7/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,1669604916,4/1/2018,5/1/2018,30,CHF,49.788,CHF,CHF/CHF,49.79,46.69,5/7/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,4667455644,3/31/2018,4/30/2018,30,CHF,53.94,CHF,CHF/CHF,53.94,50.58,5/12/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,8983088324,4/17/2018,5/17/2018,30,CHF,32.319,CHF,CHF/CHF,32.32,30.31,5/13/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,7259836960,4/19/2018,5/19/2018,30,CHF,47.103,CHF,CHF/CHF,47.1,44.17,5/19/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,4109647839,5/5/2018,6/4/2018,30,CHF,22.116,CHF,CHF/CHF,22.12,20.74,6/7/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,3556034976,5/16/2018,6/15/2018,30,CHF,62.024,CHF,CHF/CHF,62.02,58.16,6/19/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,8892879542,6/24/2018,7/24/2018,30,CHF,43.515,CHF,CHF/CHF,43.52,40.81,7/20/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,7358381284,6/21/2018,7/21/2018,30,CHF,36.276,CHF,CHF/CHF,36.28,34.02,7/29/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,6115847439,7/3/2018,,,CHF,-36.144,CHF,CHF/CHF,-36.14,-33.89,7/31/2018,Debit Note
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,6035899363,7/11/2018,8/10/2018,30,CHF,69.576,CHF,CHF/CHF,69.58,65.25,8/7/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,5047086400,6/9/2018,7/9/2018,30,CHF,85.8,CHF,CHF/CHF,85.8,80.46,8/12/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,4119310625,7/6/2018,8/5/2018,30,CHF,60.13,CHF,CHF/CHF,60.13,56.39,8/13/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,6081044664,7/1/2018,7/31/2018,30,CHF,89.895,CHF,CHF/CHF,89.9,84.31,8/14/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,6937125560,7/15/2018,8/14/2018,30,CHF,52.74,CHF,CHF/CHF,52.74,49.46,8/17/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,3158139312,8/1/2018,8/31/2018,30,CHF,39.108,CHF,CHF/CHF,39.11,36.68,8/22/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,7479584873,7/29/2018,8/28/2018,30,CHF,68.14,CHF,CHF/CHF,68.14,63.9,8/26/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,2219393516,7/11/2018,8/10/2018,30,CHF,56.452,CHF,CHF/CHF,56.45,52.94,8/31/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,2606687044,8/5/2018,9/4/2018,30,CHF,63.17,CHF,CHF/CHF,63.17,59.24,8/31/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,1416192395,8/7/2018,9/6/2018,30,CHF,68.046,CHF,CHF/CHF,68.05,63.82,9/4/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,5834960828,8/14/2018,9/13/2018,30,CHF,73.9,CHF,CHF/CHF,73.9,69.3,9/17/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,8346601611,8/16/2018,9/15/2018,30,CHF,66.638,CHF,CHF/CHF,66.64,62.49,9/20/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,1066047337,8/22/2018,9/21/2018,30,CHF,57.624,CHF,CHF/CHF,57.62,54.04,9/25/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,9077886093,9/10/2018,10/10/2018,30,CHF,39.299,CHF,CHF/CHF,39.3,36.86,9/25/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,1072550768,9/9/2018,10/9/2018,30,CHF,72.768,CHF,CHF/CHF,72.77,68.24,10/5/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,7716386272,9/18/2018,10/18/2018,30,CHF,48.996,CHF,CHF/CHF,49,45.95,10/7/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,8900955168,9/15/2018,10/15/2018,30,CHF,49.489,CHF,CHF/CHF,49.49,46.41,10/7/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,7605230454,9/19/2018,10/19/2018,30,CHF,26.274,CHF,CHF/CHF,26.27,24.64,10/10/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,7949269224,10/15/2018,11/14/2018,30,CHF,58.279,CHF,CHF/CHF,58.28,54.65,11/2/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,8996689924,9/28/2018,10/28/2018,30,CHF,79.716,CHF,CHF/CHF,79.72,74.76,11/4/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,2197484751,10/23/2018,11/22/2018,30,CHF,54.732,CHF,CHF/CHF,54.73,51.33,11/14/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,3824959538,10/1/2018,10/31/2018,30,CHF,21.288,CHF,CHF/CHF,21.29,19.97,11/15/2018,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,4004477267,10/28/2018,,,CHF,-15.498,CHF,CHF/CHF,-15.5,-14.54,11/28/2018,Debit Note
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,1069787949,10/30/2018,11/29/2018,30,CHF,22.253,CHF,CHF/CHF,22.25,20.87,11/30/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,1123460255,11/9/2018,12/9/2018,30,CHF,21.28,CHF,CHF/CHF,21.28,19.96,11/30/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,7979389809,10/23/2018,11/22/2018,30,CHF,20.694,CHF,CHF/CHF,20.69,19.4,12/4/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,9821426562,11/19/2018,12/19/2018,30,CHF,15.327,CHF,CHF/CHF,15.33,14.38,12/18/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,4176062297,11/27/2018,,,CHF,-67.298,CHF,CHF/CHF,-67.3,-63.11,12/23/2018,Debit Note
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,4326178873,11/23/2018,12/23/2018,30,CHF,16.572,CHF,CHF/CHF,16.57,15.54,12/24/2018,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,5230964081,11/20/2018,12/20/2018,30,CHF,42.322,CHF,CHF/CHF,42.32,39.69,12/24/2018,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,9099987953,12/2/2018,1/1/2019,30,CHF,31.616,CHF,CHF/CHF,31.62,29.65,12/28/2018,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,750410563,11/29/2018,,,CHF,-53.739,CHF,CHF/CHF,-53.74,-50.4,1/1/2019,Debit Note
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,5641289604,12/11/2018,1/10/2019,30,CHF,49.041,CHF,CHF/CHF,49.04,45.99,1/8/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,1006150487,12/2/2018,1/1/2019,30,CHF,83.66,CHF,CHF/CHF,83.66,78.46,1/11/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,7736319018,12/23/2018,1/22/2019,30,CHF,47.628,CHF,CHF/CHF,47.63,44.67,1/16/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,921537216,1/2/2019,2/1/2019,30,CHF,64.792,CHF,CHF/CHF,64.79,60.76,1/19/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,640586614,1/1/2019,1/31/2019,30,CHF,38.508,CHF,CHF/CHF,38.51,36.11,1/25/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,6247830092,12/29/2018,1/28/2019,30,CHF,76.404,CHF,CHF/CHF,76.4,71.65,1/29/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,3141193362,1/9/2019,2/8/2019,30,CHF,78.972,CHF,CHF/CHF,78.97,74.06,2/2/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,4741355665,1/10/2019,2/9/2019,30,CHF,44.316,CHF,CHF/CHF,44.32,41.56,2/3/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,7809215017,12/29/2018,1/28/2019,30,CHF,71.85,CHF,CHF/CHF,71.85,67.38,2/3/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,4325494919,1/10/2019,2/9/2019,30,CHF,48.482,CHF,CHF/CHF,48.48,45.46,2/13/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,7152404088,1/17/2019,2/16/2019,30,CHF,45.28,CHF,CHF/CHF,45.28,42.46,2/13/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,3961690431,1/14/2019,2/13/2019,30,CHF,46.28,CHF,CHF/CHF,46.28,43.4,2/15/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,7991967633,1/25/2019,2/24/2019,30,CHF,94.835,CHF,CHF/CHF,94.84,88.94,2/17/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,9779194105,1/14/2019,2/13/2019,30,CHF,78.49,CHF,CHF/CHF,78.49,73.61,2/23/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,5950285274,1/13/2019,2/12/2019,30,CHF,44.184,CHF,CHF/CHF,44.18,41.43,2/24/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,8106002136,1/27/2019,2/26/2019,30,CHF,12.208,CHF,CHF/CHF,12.21,11.45,3/1/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,4589265014,2/6/2019,3/9/2019,31,CHF,62.183,CHF,CHF/CHF,62.18,58.31,3/4/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,8227346399,2/7/2019,3/10/2019,31,CHF,37.597,CHF,CHF/CHF,37.6,35.26,3/5/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,5307752147,1/22/2019,2/21/2019,30,CHF,87.1,CHF,CHF/CHF,87.1,81.68,3/6/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,1207139754,2/5/2019,3/7/2019,30,CHF,25.73,CHF,CHF/CHF,25.73,24.13,3/7/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,8262358441,1/25/2019,2/24/2019,30,CHF,57.288,CHF,CHF/CHF,57.29,53.73,3/7/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,9532347859,2/15/2019,3/16/2019,29,CHF,40.16,CHF,CHF/CHF,40.16,37.66,3/8/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,8568370117,1/20/2019,2/19/2019,30,CHF,56.55,CHF,CHF/CHF,56.55,53.03,3/13/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,6180283723,2/6/2019,3/9/2019,31,CHF,40.17,CHF,CHF/CHF,40.17,37.67,3/13/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,5023901137,1/24/2019,2/23/2019,30,CHF,53.976,CHF,CHF/CHF,53.98,50.62,3/18/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,1657046189,1/30/2019,3/1/2019,30,CHF,27.63,CHF,CHF/CHF,27.63,25.91,3/21/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,3206241384,2/23/2019,3/26/2019,31,CHF,98.384,CHF,CHF/CHF,98.38,92.26,3/21/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,3085234209,2/13/2019,3/16/2019,31,CHF,20.82,CHF,CHF/CHF,20.82,19.52,3/22/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,4346921737,2/25/2019,3/28/2019,31,CHF,62.624,CHF,CHF/CHF,62.62,58.73,3/23/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,1899442276,2/11/2019,3/12/2019,29,CHF,45,CHF,CHF/CHF,45,42.2,3/24/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,9239905088,2/21/2019,3/24/2019,31,CHF,52.092,CHF,CHF/CHF,52.09,48.85,3/25/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,2487012056,2/24/2019,3/27/2019,31,CHF,81.499,CHF,CHF/CHF,81.5,76.43,4/4/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,2254159313,3/9/2019,4/8/2019,30,CHF,72.83,CHF,CHF/CHF,72.83,68.3,4/6/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,7142054427,3/17/2019,4/16/2019,30,CHF,45.28,CHF,CHF/CHF,45.28,42.46,4/10/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,9506308269,3/26/2019,4/25/2019,30,CHF,20.022,CHF,CHF/CHF,20.02,18.77,4/12/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,4682447277,3/4/2019,,,CHF,-71.433,CHF,CHF/CHF,-71.43,-66.99,4/16/2019,Debit Note
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,6369718411,3/10/2019,4/9/2019,30,CHF,44.368,CHF,CHF/CHF,44.37,41.61,4/16/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,519699898,3/7/2019,4/6/2019,30,CHF,32.17,CHF,CHF/CHF,32.17,30.17,4/19/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,9565132749,3/27/2019,4/26/2019,30,CHF,89.21,CHF,CHF/CHF,89.21,83.66,4/20/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,6211620986,3/2/2019,4/1/2019,30,CHF,117.01,CHF,CHF/CHF,117.01,109.73,4/22/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,874394401,3/22/2019,4/21/2019,30,CHF,26.312,CHF,CHF/CHF,26.31,24.67,4/27/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,1187373444,4/5/2019,5/5/2019,30,CHF,82.4,CHF,CHF/CHF,82.4,77.27,4/28/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,3261038760,4/1/2019,5/1/2019,30,CHF,17.556,CHF,CHF/CHF,17.56,16.47,4/29/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,374624675,4/9/2019,5/9/2019,30,CHF,34.038,CHF,CHF/CHF,34.04,31.92,5/3/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,8898727964,4/7/2019,5/7/2019,30,CHF,92.565,CHF,CHF/CHF,92.57,86.81,5/6/2019,Purchase Invoice
Switzerland,Stena AB,Supplier,Credit Suisse,44609308,4667455767,3/25/2019,4/24/2019,30,CHF,89.9,CHF,CHF/CHF,89.9,84.31,5/8/2019,Purchase Invoice
Switzerland,Such Consulting,Supplier,Credit Suisse,44609308,3161602160,3/29/2019,4/28/2019,30,CHF,79.28,CHF,CHF/CHF,79.28,74.35,5/9/2019,Purchase Invoice
Switzerland,Swiss Expo Logistics,Supplier,Credit Suisse,44609308,7259837083,4/15/2019,5/15/2019,30,CHF,67.29,CHF,CHF/CHF,67.29,63.1,5/15/2019,Purchase Invoice
Switzerland,AsstrA,Supplier,Credit Suisse,44609308,1900323042,4/22/2019,5/22/2019,30,CHF,34.448,CHF,CHF/CHF,34.45,32.31,5/26/2019,Purchase Invoice
